id,swedish,english,group,properties,aliases_sv,aliases_en,search_terms,notes_sv,notes_en,season_availability,typical_storage,typical_unit,price_category,avg_price_sek,carbon_footprint_category,status,created_date,updated_date,created_by,verified_by,ai_generated,export_ready
beef,nötkött,beef,protein/meat/beef,"animal-product,beef,meat,needs-cooking",,beef fillet;ribeye;ground beef,biff;köt,Rött kött. Högt koldioxidavtryck. Rik på järn och protein. Grillas till önskad stekgrad.,Red meat. High carbon footprint. Rich in iron and protein. Grill to desired doneness.,year-round,refrigerated,g,premium,210,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,Malin,,0,0
beef-back-ribs,ryggrevben,beef back ribs,protein/meat/beef,"animal-product,beef,meat,needs-cooking",back ribs;dinosaurieben,dino ribs;plate ribs,ryggrevben;backrib,Stora köttiga revben. Röks eller långkokas. BBQ-favorit.,Large meaty ribs. Smoked or slow cooked. BBQ favorite.,year-round,refrigerated,kg,premium,120,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-bone-broth-bones,buljonben,broth bones,protein/meat/beef,"animal-product,beef,meat,needs-cooking",sopben;benbuljong,soup bones;stock bones,buljonben;sopben,För hemgjord buljong. Rostas först för djupare smak.,For homemade broth. Roast first for deeper flavor.,year-round,frozen,kg,premium,200,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-bottom-round,ytterlår,bottom round,protein/meat/beef,"animal-product,beef,meat,needs-cooking",ytterlårsbit;outside round,outside round;rump roast,ytterlar;bottomround,Lite segare än innanlår. Bra för långkok och skivor.,Slightly tougher than top round. Good for braising and slices.,year-round,refrigerated,kg,premium,200,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-brisket,bringa,beef brisket,protein/meat/beef,"animal-product,beef,meat,needs-cooking",bringbit;bröstbit,breast;flat cut,bringa;brost,Perfekt för långkok och BBQ. Blir mör efter flera timmars tillagning.,Perfect for slow cooking and BBQ. Becomes tender after hours of cooking.,year-round,refrigerated,kg,premium,180,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-broth,nötbuljong,beef broth,other/beverage,"animal-product,meat",köttbuljong;nötköttsbuljong;oxbuljong,beef stock;beef bouillon,nötbuljong beef broth köttbuljong,Bas för soppor,Base for soups,year-round,ambient,ml,medium,60,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
beef-burger-patty,hamburgare nöt,beef burger patty,protein/meat/beef,"animal-product,beef,meat,needs-cooking,processed","hamburgare,hamburgarkött",,beef burger patty,Färdigformad hamburgare. Grillas eller steks.,Pre-formed burger patty. Grilled or pan-fried.,year-round,refrigerated,kg,premium,140,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-carpaccio,carpaccio-kött,carpaccio beef,protein/meat/beef,"animal-product,beef,meat,needs-cooking",råbiff;tartarkött,raw beef;tartar meat,carpaccio;rabiff,Äts rå. Ska vara absolut färskt och av högsta kvalitet.,Eaten raw. Must be absolutely fresh and highest quality.,year-round,refrigerated,kg,premium,160,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-cheek,oxkind,beef cheek,protein/meat/beef,"animal-product,beef,meat,needs-cooking",kindbit;nötkind,cheek;barbacoa cut,oxkind;kind,Fantastisk för långkok. Blir smörlik och mör. Restaurangfavorit.,Fantastic for braising. Becomes buttery and tender. Restaurant favorite.,year-round,refrigerated,kg,premium,160,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-chuck,högrev,chuck roast,protein/meat/beef,"animal-product,beef,meat,needs-cooking",bogbit;chuck,shoulder roast;pot roast,hogrev;bog,Klassisk grytbit. Blir fantastiskt mör vid långkok.,Classic stew cut. Becomes wonderfully tender when braised.,year-round,refrigerated,kg,premium,130,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-cubed-steak,minutbiff,cube steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",mört kött;pannbiff-kött,minute steak;tenderized steak,minutbiff;pannbiff,Mekaniskt mörad. Snabb tillagning. Används till pannbiff.,Mechanically tenderized. Quick cooking. Used for pan-fried patties.,year-round,refrigerated,kg,premium,270,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-entrecote,entrecôte,ribeye steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",entrecote;rib eye,rib eye;prime rib steak,entrecote;ribeye,Marmorerad och saftig. Klassisk grillbiff med mycket smak.,Marbled and juicy. Classic grilled steak with rich flavor.,year-round,refrigerated,kg,premium,210,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-eye-round,rulle,eye of round,protein/meat/beef,"animal-product,beef,meat,needs-cooking",fransyska,eye round roast;breakfast steak,rulle;fransyska,Mager styckningsdel. Bäst skivad tunt till smörgåsar.,Lean cut. Best sliced thin for sandwiches.,year-round,refrigerated,kg,premium,170,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-flank,flankstek,flank steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",flankbit;sidbit,skirt alternative;bavette,flankstek;flank,Smakrik och mager. Skärs tunt mot fibrerna. Populär i tex-mex.,Flavorful and lean. Slice thin against grain. Popular in tex-mex.,year-round,refrigerated,kg,premium,220,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-flat-iron,flat iron,flat iron steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",top blade;bogbiff,butler's steak;oyster blade,flatiron;bogbiff,Näst mörast efter oxfilé. Utmärkt värde. Grillas eller steks.,Second most tender after tenderloin. Excellent value. Grill or pan-fry.,year-round,refrigerated,kg,premium,220,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-ground,nötfärs,ground beef,protein/meat/beef,"animal-product,beef,meat,needs-cooking",nötkött malet,minced beef;hamburger meat,notfars;kottfars;malet,Populärt i köttfärssåser och hamburgare. 10-20% fett. Kräver genomstekning.,Popular in bolognese and burgers. 10-20% fat. Requires thorough cooking.,year-round,refrigerated,kg,premium,120,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-ground-lean,nötfärs mager,lean ground beef,protein/meat/beef,"animal-product,beef,meat,needs-cooking",,,beef ground lean,Mager nötfärs med 5-10% fett. Hälsosammare alternativ.,Lean ground beef with 5-10% fat. Healthier alternative.,year-round,refrigerated,kg,premium,130,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-hanger,hängmörad,hanger steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",onglet;slaktarbiff,butcher's steak;onglet,hangmorad;onglet,Slaktarens favorit. Intensiv smak. Steks snabbt och skärs tunt.,Butcher's favorite. Intense flavor. Cook quickly and slice thin.,year-round,refrigerated,kg,premium,130,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-heart,oxhjärta,beef heart,protein/meat/beef,"animal-product,beef,meat,needs-cooking",hjärta,heart,hjarta;oxhjarta,Mager och muskulös. Kan grillas eller långkokas. Smakrik.,Lean and muscular. Can be grilled or braised. Flavorful.,year-round,refrigerated,kg,premium,180,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-jerky-meat,torkningskött,jerky meat,protein/meat/beef,"animal-product,beef,meat,needs-cooking",torkat kött;beef jerky,dried beef;biltong,jerky;torkkott,Magert kött för torkning. Skärs tunt mot fibrerna.,Lean meat for drying. Cut thin against the grain.,year-round,refrigerated,kg,premium,200,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-kidney,njure,beef kidney,protein/meat/beef,"animal-product,beef,meat,needs-cooking",oxnjure,kidney,njure;oxnjure,Klassisk i engelsk köttgrytor. Kräver blötläggning före tillagning.,Classic in English meat pies. Requires soaking before cooking.,year-round,refrigerated,kg,premium,180,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-liver,nötlever,beef liver,protein/meat/beef,"animal-product,beef,meat,needs-cooking",lever;oxlever,liver;calf liver,lever;notlever,Extremt näringsrik. Steks snabbt på hög värme. Klassiskt med lök.,Extremely nutritious. Pan-fried quickly on high heat. Classic with onions.,year-round,refrigerated,kg,premium,200,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-marrow-bone,märgben,marrow bone,protein/meat/beef,"animal-product,beef,meat,needs-cooking",märgpipa,soup bone;bone marrow,margben;sopben,Används för buljong eller rostad märg. Näringsrik och smakrik.,Used for broth or roasted marrow. Nutritious and flavorful.,year-round,frozen,kg,premium,130,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-meatballs,köttbullar nöt,beef meatballs,protein/meat/beef,"animal-product,beef,meat,needs-cooking,processed",,,beef meatballs,Färdigformade köttbullar av nöt. Steks eller ugnsgrädds.,Pre-formed beef meatballs. Fried or oven-baked.,year-round,refrigerated,kg,premium,220,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-minute-steak,lövbiff,minute steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",,,beef minute steak,Tunt skivad biff. Steks på sekunder. Klassisk till Biff Stroganoff.,Thinly sliced steak. Cooks in seconds. Classic for Beef Stroganoff.,year-round,refrigerated,kg,premium,250,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-oxtail,oxsvans,oxtail,protein/meat/beef,"animal-product,beef,meat,needs-cooking",svans;oxsvans,tail;beef tail,oxsvans;svans,Traditionell grytbit. Ger fantastisk gelatin och smak vid långkok.,Traditional stew cut. Gives wonderful gelatin and flavor when braised.,year-round,refrigerated,kg,premium,180,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-pastrami-cut,pastramikött,pastrami cut,protein/meat/beef,"animal-product,beef,meat,needs-cooking",navel;bringa för pastrami,pastrami navel;plate,pastrami;brisket,Saltas och kryddas för pastrami. Klassisk deli-produkt.,Cured and spiced for pastrami. Classic deli product.,year-round,refrigerated,kg,premium,150,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-picanha,picanha,picanha,protein/meat/beef,"animal-product,beef,meat,needs-cooking",gumpslock;rump cap,sirloin cap;coulotte,picanha;gumpslock,Brasiliansk specialitet. Fettkappa ger saftig smak. Grillas på spett.,Brazilian specialty. Fat cap gives juicy flavor. Grilled on skewers.,year-round,refrigerated,kg,premium,180,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-porterhouse,porterhouse,porterhouse steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",stor t-benstek,large T-bone;king steak,porterhouse,Större version av T-bone med mer filé. Delningsbiff för två.,Larger T-bone with more tenderloin. Sharing steak for two.,year-round,refrigerated,kg,premium,170,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-prime-rib,prime rib,prime rib,protein/meat/beef,"animal-product,beef,meat,needs-cooking",stående revben;rib roast,standing rib roast;rib eye roast,primerib;revben,Festlig helstekt. Ugnssteks långsamt. Serveras medium-rare.,Festive roast. Slow roasted. Served medium-rare.,year-round,refrigerated,kg,premium,210,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-rump,rostbiff,rump roast,protein/meat/beef,"animal-product,beef,meat,needs-cooking",rumpa,bottom round;rump roast,rostbiff;innanlar,Utmärkt för rostbiff. Kräver låg temperatur för mörhet.,Excellent for roast beef. Requires low temperature for tenderness.,year-round,refrigerated,kg,premium,270,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-shank,lägg,beef shank,protein/meat/beef,"animal-product,beef,meat,needs-cooking",skenben;osso buco,shin;soup bone,lagg;skenben,Perfekt för osso buco och grytor. Rik märg och gelatin.,Perfect for osso buco and stews. Rich marrow and gelatin.,year-round,refrigerated,kg,premium,200,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-short-ribs,korta revben,beef short ribs,protein/meat/beef,"animal-product,beef,meat,needs-cooking",revbensspjäll nöt;short ribs,braising ribs;flanken ribs,revben;shortribs,Rika på smak och fett. Kräver långkok för mörhet.,Rich in flavor and fat. Requires slow cooking for tenderness.,year-round,refrigerated,kg,premium,160,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-sirloin,ryggbiff,sirloin steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",sirloin;biffstek,beef steak;loin steak,ryggbiff;biff;stek,Mör och smakrik styckningsdel. Utmärkt för grillning eller stekning.,Tender and flavorful cut. Excellent for grilling or pan-frying.,year-round,refrigerated,kg,premium,290,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-skirt,mellangärde,skirt steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",skirt steak;inre bringfästet,fajita meat;inside skirt,skirt;fajita,Klassisk fajita-bit. Mycket smak. Marinera och grilla snabbt.,Classic fajita cut. Lots of flavor. Marinate and grill quickly.,year-round,refrigerated,kg,premium,220,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-stew-meat,grytbitar nöt,beef stew meat,protein/meat/beef,"animal-product,beef,meat,needs-cooking",grytbit;kalops-kött,stewing beef;casserole beef,grytbitar;kalops,Tärnade bitar för grytor. Blandade styckningsdelar.,Cubed pieces for stews. Mixed cuts.,year-round,refrigerated,kg,premium,170,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-strip-steak,new york strip,strip steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",strip loin;club steak,NY strip;Kansas City strip,strip;newyork,Klassisk amerikansk biffstek. Mör med fettrand. Grillas medium-rare.,Classic American steak. Tender with fat cap. Grill medium-rare.,year-round,refrigerated,kg,premium,220,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-sukiyaki,sukiyaki-kött,sukiyaki beef,protein/meat/beef,"animal-product,beef,meat,needs-cooking",tunt skivat nöt;shabu shabu,hot pot beef;thinly sliced beef,sukiyaki;shabu,Pappertunna skivor för japanska grytor. Kokas sekundsnabbt.,Paper-thin slices for Japanese hot pots. Cooks in seconds.,year-round,refrigerated,g,premium,220,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-sweetbreads,kalvbräss,veal sweetbreads,protein/meat/beef,"animal-product,beef,meat,needs-cooking",bräss;ris de veau,thymus;ris de veau,kalvbras;bras,Finaste brässen. Krämig textur. Restaurangklassiker.,Finest sweetbreads. Creamy texture. Restaurant classic.,year-round,refrigerated,kg,premium,190,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-t-bone,t-benstek,t-bone steak,protein/meat/beef,"animal-product,beef,meat,needs-cooking",t-bone;porterhouse liten,T-bone;bone-in strip,tbone;tbenstek,Innehåller både filé och rygg. Ikonisk grillbiff.,Contains both tenderloin and strip. Iconic grilled steak.,year-round,refrigerated,kg,premium,190,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-tallow,talg,beef tallow,fat/solid,animal-product,nöttalg;nötfett;oxtalg,beef dripping;suet,talg beef tallow nötfett,Traditionellt stekfett,Traditional frying fat,year-round,refrigerated,g,medium,100,medium,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
beef-tenderloin,oxfilé,beef tenderloin,protein/meat/beef,"animal-product,beef,meat,needs-cooking",filé mignon;innerfilé;oxfile,filet mignon;fillet steak,oxfile;file;innerfile,Den möraste biten på nöt. Lyxig och mager. Steks snabbt.,The most tender beef cut. Luxurious and lean. Quick cooking.,year-round,refrigerated,kg,premium,430,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-tongue,oxtunga,beef tongue,protein/meat/beef,"animal-product,beef,meat,needs-cooking",tunga,tongue,oxtunga;tunga,Delikatess som kokas länge. Mjuk och smakrik när tillagad.,Delicacy that requires long cooking. Soft and flavorful when prepared.,year-round,refrigerated,kg,premium,120,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-top-round,innanlår,top round,protein/meat/beef,"animal-product,beef,meat,needs-cooking",innanlårsbit;inside round,London broil;inside round,innanlar;topround,Mager och prisvärd. Används till rostbiff och skivor.,Lean and affordable. Used for roast beef and slices.,year-round,refrigerated,kg,premium,160,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-tri-tip,tri-tip,tri-tip,protein/meat/beef,"animal-product,beef,meat,needs-cooking",tritip;triangelbit,triangle roast;bottom sirloin,tritip;triangel,Populär amerikansk grillbit. Smakrik och prisvärd. Skärs mot fibrerna.,Popular American BBQ cut. Flavorful and affordable. Slice against grain.,year-round,refrigerated,kg,premium,200,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-veal-cutlet,kalvschnitzel,veal cutlet,protein/meat/beef,"animal-product,beef,meat,needs-cooking",kalvkotlett;wiener schnitzel,veal schnitzel;escalope,kalvschnitzel;wiener,Tunt utbankat. Klassiskt panerat. Wienerschnitzel.,Thinly pounded. Classic breaded. Wiener schnitzel.,year-round,refrigerated,kg,premium,180,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-veal-ground,kalvfärs,ground veal,protein/meat/beef,"animal-product,beef,meat,needs-cooking",mald kalv,minced veal;veal mince,kalvfars;veal,Mildare smak än nötfärs. Används i köttbullar och färser.,Milder flavor than beef. Used in meatballs and sauces.,year-round,refrigerated,kg,premium,140,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beef-veal-shank,kalvlägg,veal shank,protein/meat/beef,"animal-product,beef,meat,needs-cooking",kalvskenben,osso buco cut;veal shin,kalvlagg;ossobuco,Klassisk italiensk osso buco. Rik märg och gelatin.,Classic Italian osso buco. Rich marrow and gelatin.,year-round,refrigerated,kg,premium,180,high,draft,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beer,öl,beer,other/beverage,"contains-alcohol,plant-based,vegan-friendly",matlagningsöl;ljust öl;mörkt öl,cooking beer;lager;ale,öl beer matlagning,Till grytor,For stews,year-round,ambient,ml,budget,33,low,draft,2024-12-07 00:00:00,2024-12-07 00:00:00,ai-claude,,1,0
beetroot,rödbeta,beetroot,vegetable/root,"plant-based,vegan-friendly",rödbetor;beta,beet;beets,rödbeta;rödbetor;beta;beetroot,Klassisk svensk rotfrukt. Färgar allt den rör vid!,Classic Swedish root vegetable. Stains everything it touches!,year-round,refrigerated,kg,medium,36,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
beetroot-chioggia,polkabeta,chioggia beetroot,vegetable/root,"plant-based,vegan-friendly",polkabetor;randig beta,candy beetroot;striped beet,polkabeta;chioggia;randig beta,Vacker randig beta. Mildare än rödbeta. Fin i sallad.,Beautiful striped beet. Milder than red beet. Nice in salad.,autumn,refrigerated,kg,budget,27,low,validated,2025-12-06 00:00:00,2025-12-06 00:00:00,ai-batch,,1,0
